Time,Driver,Position,GapToLeader,IntervalToPositionAhead
3749.847,12,4,+0.488,+0.488
3750.046,12,5,+0.488,+0.488
3750.279,12,6,+0.488,+0.488
3750.663,12,7,+0.488,+0.488
3750.985,12,6,+0.488,+0.488
3751.067,12,6,+0.581,+0.090
3757.174,12,7,+0.581,+0.090
3757.475,12,7,+1.570,+0.064
3760.482,12,8,+1.570,+0.064
3760.569,12,7,+1.570,+0.064
3760.647,12,7,+1.400,+0.118
3764.482,12,7,+1.585,+0.384
3764.869,12,8,+1.585,+0.384
3768.85,12,7,+1.585,+0.384
3768.934,12,7,+2.146,+0.275
3774.246,12,7,+2.708,+0.180
3777.452,12,7,+3.148,+0.299
3779.488,12,7,+3.268,+0.390
3783.896,12,7,+3.723,+0.469
3787.664,12,7,+3.772,+0.504
3791.083,12,7,+3.766,+0.626
3795.012,12,7,+3.609,+0.815
3798.335,12,7,+3.406,+0.977
3803.587,12,7,+3.605,+0.659
3808.801,12,7,+3.569,+0.652
3812.946,12,7,+3.634,+0.567
3818.778,12,7,+3.736,+0.294
3822.561,12,7,+4.123,+0.164
3826.916,12,7,+4.886,+0.343
3829.072,12,7,+4.896,+0.235
3831.156,12,7,+5.061,+0.277
3836.291,12,7,+5.075,+0.478
3836.95,12,7,+5.037,+0.508
3840.061,12,7,+4.915,+0.425
3841.457,12,7,+5.034,+0.400
3846.511,12,7,+5.312,+0.310
3849.906,12,7,+5.182,+0.240
3853.415,12,7,+5.289,+0.210
3857.578,12,7,+5.737,+0.406
3862.673,12,7,+5.777,+0.354
3865.342,12,7,+5.820,+0.306
3867.428,12,7,+5.751,+0.271
3871.519,12,7,+5.917,+0.305
3874.853,12,7,+5.914,+0.326
3878.536,12,7,+5.848,+0.306
3882.336,12,7,+5.693,+0.240
3885.534,12,7,+5.600,+0.179
3891.014,12,7,+5.513,+0.256
3896.069,12,7,+5.556,+0.236
3900.146,12,7,+5.510,+0.384
3906.134,12,7,+5.463,+0.123
3910.22,12,7,+6.031,+0.230
3914.12,12,7,+6.306,+0.317
3916.445,12,7,+6.335,+0.380
3918.431,12,7,+6.422,+0.285
3923.452,12,7,+6.424,+0.291
3924.091,12,7,+6.394,+0.293
3926.784,12,7,+6.204,+0.268
